order_id,order_date,order_status,total_price,currency,Product ID,Product Name,Category,quantity_sold,discount_amount,payment_method,shipping_cost,customer_id,customer_name,email,location_id,city,customer_type
ORD_00039,16/02/24,Completed,6349,INR,PD_07,Dumbbells,Sports & Outdoors,4,142,Net Banking,79,CUST_039,NDeshmukh,ndeshmukh165@yahoo.com,LOC_39,Gandhinagar,New
ORD_00040,25/03/24,Completed,4574,INR,PD_14,Football,Sports & Outdoors,5,25,Credit Card,89,CUST_061,NSharma,nsharma734@gmail.com,LOC_11,Mysore,Returning
ORD_00041,02/03/24,Completed,2798,INR,PD_14,Football,Sports & Outdoors,2,208,Net Banking,82,CUST_058,AVerma,averma614@outlook.com,LOC_08,Kota,New
ORD_00042,25/02/24,Pending,1274,INR,PD_13,Microwave,Home & Kitchen,1,194,Net Banking,20,CUST_047,APatel,apatel162@yahoo.com,LOC_47,Madurai,VIP
ORD_00043,14/03/24,Canceled,10430,INR,PD_16,Tablet,Electronics,3,356,Net Banking,91,CUST_167,AGupta,agupta580@yahoo.com,LOC_17,Agra,Returning
ORD_00044,04/02/24,Canceled,3206,INR,PD_04,Yoga Mat,Sports & Outdoors,2,151,Credit Card,47,CUST_032,AJoshi,ajoshi600@gmail.com,LOC_32,Chennai,New
ORD_00045,02/03/24,Canceled,1773,INR,PD_08,Camping Tent,Sports & Outdoors,3,25,PayPal,94,CUST_151,PVerma,pverma317@yahoo.com,LOC_01,Ludhiana,Returning
ORD_00046,05/02/24,Canceled,4262,INR,PD_17,Camping Tent,Sports & Outdoors,1,41,Credit Card,43,CUST_197,NGupta,ngupta662@gmail.com,LOC_47,Madurai,Returning
ORD_00047,16/02/24,Canceled,6845,INR,PD_11,Shampoo,Beauty & Personal Care,2,61,Credit Card,92,CUST_245,RKumar,rkumar942@outlook.com,LOC_45,Tiruchirappalli,Returning
ORD_00048,08/03/24,Canceled,3735,INR,PD_04,Yoga Mat,Sports & Outdoors,5,214,UPI,94,CUST_284,SPatel,spatel691@outlook.com,LOC_34,Indore,New
ORD_00049,16/02/24,Pending,5037,INR,PD_05,Sweater,Clothing,3,342,Net Banking,60,CUST_058,AVerma,averma614@outlook.com,LOC_08,Kota,New
ORD_00050,31/03/24,Completed,4940,INR,PD_06,Coffee Maker,Home & Kitchen,2,234,Credit Card,60,CUST_081,KSharma,ksharma283@outlook.com,LOC_31,Patiala,Returning
ORD_00051,06/03/24,Completed,18826,INR,PD_15,Yoga Mat,Sports & Outdoors,4,51,UPI,29,CUST_039,NDeshmukh,ndeshmukh165@yahoo.com,LOC_39,Gandhinagar,New
ORD_00052,28/03/24,Completed,5495,INR,PD_04,Yoga Mat,Sports & Outdoors,2,451,UPI,28,CUST_187,AGupta,agupta690@gmail.com,LOC_37,Ahmedabad,New
ORD_00053,17/03/24,Pending,4041,INR,PD_13,Microwave,Home & Kitchen,3,224,Credit Card,89,CUST_138,RBhosale,rbhosale418@gmail.com,LOC_38,Kolkata,VIP
ORD_00054,28/03/24,Completed,12316,INR,PD_09,Smartphone,Electronics,5,477,UPI,33,CUST_182,RVerma,rverma227@yahoo.com,LOC_32,Chennai,VIP
ORD_00055,10/02/24,Pending,686,INR,PD_20,Smartphone,Electronics,1,380,UPI,90,CUST_225,NVerma,nverma697@gmail.com,LOC_25,Salem,New
ORD_00056,14/02/24,Canceled,8821,INR,PD_14,Football,Sports & Outdoors,5,367,UPI,63,CUST_176,RBhosale,rbhosale102@yahoo.com,LOC_26,Purnia,Returning
ORD_00057,06/02/24,Canceled,20408,INR,PD_16,Tablet,Electronics,5,128,Net Banking,26,CUST_063,SDeshmukh,sdeshmukh371@yahoo.com,LOC_13,Ujjain,New
ORD_00058,21/03/24,Completed,1444,INR,PD_09,Smartphone,Electronics,3,1,UPI,62,CUST_065,SPatel,spatel175@outlook.com,LOC_15,Bhagalpur,New
ORD_00059,07/03/24,Completed,7230,INR,PD_02,Lipstick,Beauty & Personal Care,2,282,Credit Card,74,CUST_128,APatel,apatel758@yahoo.com,LOC_28,Amritsar,New
ORD_00060,25/03/24,Pending,1066,INR,PD_18,Dumbbells,Sports & Outdoors,1,279,PayPal,24,CUST_044,SDeshmukh,sdeshmukh903@yahoo.com,LOC_44,Nashik,Returning
ORD_00061,24/02/24,Completed,4614,INR,PD_08,Camping Tent,Sports & Outdoors,4,21,UPI,59,CUST_261,AGupta,agupta979@gmail.com,LOC_11,Mysore,New
ORD_00062,23/02/24,Canceled,3980,INR,PD_11,Shampoo,Beauty & Personal Care,2,341,Net Banking,33,CUST_281,PSharma,psharma700@outlook.com,LOC_31,Patiala,VIP
ORD_00063,27/03/24,Completed,6407,INR,PD_13,Microwave,Home & Kitchen,5,473,PayPal,50,CUST_023,KJoshi,kjoshi324@gmail.com,LOC_23,Gwalior,VIP
ORD_00064,22/03/24,Pending,1183,INR,PD_20,Smartphone,Electronics,4,91,PayPal,62,CUST_286,SPatel,spatel880@yahoo.com,LOC_36,Asansol,VIP
ORD_00065,25/02/24,Completed,3842,INR,PD_11,Shampoo,Beauty & Personal Care,3,403,Net Banking,33,CUST_292,KKumar,kkumar564@yahoo.com,LOC_42,Mangalore,New
ORD_00066,23/02/24,Pending,3128,INR,PD_08,Camping Tent,Sports & Outdoors,2,418,PayPal,78,CUST_033,SGupta,sgupta345@gmail.com,LOC_33,Bikaner,New
ORD_00067,26/02/24,Pending,293,INR,PD_17,Camping Tent,Sports & Outdoors,2,337,UPI,44,CUST_220,RPatel,rpatel554@gmail.com,LOC_20,Siliguri,VIP
ORD_00068,26/02/24,Canceled,2292,INR,PD_18,Dumbbells,Sports & Outdoors,1,179,UPI,85,CUST_146,PKumar,pkumar280@outlook.com,LOC_46,Bhopal,VIP
ORD_00069,12/02/24,Canceled,648,INR,PD_13,Microwave,Home & Kitchen,1,449,UPI,53,CUST_028,RJoshi,rjoshi214@yahoo.com,LOC_28,Amritsar,Returning
ORD_00070,23/02/24,Canceled,758,INR,PD_12,Jacket,Clothing,1,305,UPI,75,CUST_167,AGupta,agupta580@yahoo.com,LOC_17,Agra,Returning
ORD_00071,29/03/24,Canceled,17166,INR,PD_02,Lipstick,Beauty & Personal Care,4,59,PayPal,69,CUST_166,RBhosale,rbhosale753@yahoo.com,LOC_16,Howrah,New
ORD_00072,01/02/24,Canceled,1102,INR,PD_04,Yoga Mat,Sports & Outdoors,3,362,PayPal,75,CUST_029,PVerma,pverma103@outlook.com,LOC_29,Jalandhar,VIP
ORD_00073,11/03/24,Pending,10926,INR,PD_10,Hair Dryer,Beauty & Personal Care,3,35,Credit Card,62,CUST_040,NDeshmukh,ndeshmukh107@gmail.com,LOC_40,Aurangabad,VIP
ORD_00074,21/02/24,Pending,12676,INR,PD_17,Camping Tent,Sports & Outdoors,3,158,UPI,72,CUST_010,SPatel,spatel487@gmail.com,LOC_10,Patna,VIP
ORD_00075,14/03/24,Pending,5685,INR,PD_03,Microwave,Home & Kitchen,5,98,PayPal,73,CUST_079,NPatel,npatel462@outlook.com,LOC_29,Jalandhar,Returning
ORD_00076,07/03/24,Completed,23727,INR,PD_10,Hair Dryer,Beauty & Personal Care,5,154,UPI,71,CUST_200,KPatel,kpatel330@gmail.com,LOC_50,Mumbai,Returning
ORD_00077,10/03/24,Canceled,5337,INR,PD_10,Hair Dryer,Beauty & Personal Care,3,220,UPI,94,CUST_168,SBhosale,sbhosale152@yahoo.com,LOC_18,Jabalpur,Returning
ORD_00078,04/03/24,Pending,14697,INR,PD_14,Football,Sports & Outdoors,4,226,PayPal,47,CUST_137,SBhosale,sbhosale720@outlook.com,LOC_37,Ahmedabad,VIP
ORD_00079,22/02/24,Completed,2260,INR,PD_03,Microwave,Home & Kitchen,1,263,PayPal,99,CUST_166,RBhosale,rbhosale753@yahoo.com,LOC_16,Howrah,New
ORD_00080,10/02/24,Completed,5453,INR,PD_09,Smartphone,Electronics,3,412,Credit Card,45,CUST_188,SVerma,sverma384@gmail.com,LOC_38,Kolkata,VIP
ORD_00081,01/03/24,Pending,7701,INR,PD_14,Football,Sports & Outdoors,2,312,PayPal,29,CUST_273,SKumar,skumar711@outlook.com,LOC_23,Gwalior,Returning
ORD_00082,10/02/24,Canceled,16443,INR,PD_17,Camping Tent,Sports & Outdoors,4,204,Credit Card,51,CUST_295,APatel,apatel378@yahoo.com,LOC_45,Tiruchirappalli,VIP
ORD_00083,23/03/24,Canceled,3512,INR,PD_12,Jacket,Clothing,1,112,Net Banking,42,CUST_142,RSharma,rsharma455@outlook.com,LOC_42,Mangalore,Returning
ORD_00084,01/03/24,Completed,4574,INR,PD_13,Microwave,Home & Kitchen,1,127,Net Banking,35,CUST_209,SJoshi,sjoshi990@gmail.com,LOC_09,Hubli,VIP
ORD_00085,20/03/24,Pending,23146,INR,PD_01,Yoga Mat,Sports & Outdoors,5,304,Net Banking,60,CUST_068,RSharma,rsharma783@outlook.com,LOC_18,Jabalpur,Returning
ORD_00086,19/03/24,Pending,18341,INR,PD_03,Microwave,Home & Kitchen,5,459,Net Banking,40,CUST_095,RGupta,rgupta782@yahoo.com,LOC_45,Tiruchirappalli,Returning
ORD_00087,21/03/24,Canceled,6000,INR,PD_09,Smartphone,Electronics,3,430,Net Banking,55,CUST_028,RJoshi,rjoshi214@yahoo.com,LOC_28,Amritsar,Returning
ORD_00088,17/03/24,Pending,4502,INR,PD_03,Microwave,Home & Kitchen,2,225,PayPal,29,CUST_074,PGupta,pgupta265@outlook.com,LOC_24,Kanpur,Returning
ORD_00089,06/02/24,Completed,8479,INR,PD_20,Smartphone,Electronics,3,163,PayPal,89,CUST_295,APatel,apatel378@yahoo.com,LOC_45,Tiruchirappalli,VIP
ORD_00090,17/03/24,Completed,6158,INR,PD_14,Football,Sports & Outdoors,2,355,Credit Card,39,CUST_008,SPatel,spatel194@yahoo.com,LOC_08,Kota,New
ORD_00091,01/03/24,Pending,13676,INR,PD_06,Coffee Maker,Home & Kitchen,4,169,Credit Card,89,CUST_218,APatel,apatel340@outlook.com,LOC_18,Jabalpur,VIP
ORD_00092,16/03/24,Completed,6977,INR,PD_16,Tablet,Electronics,2,199,Net Banking,94,CUST_059,APatel,apatel971@gmail.com,LOC_09,Hubli,New
ORD_00093,20/02/24,Pending,175,INR,PD_09,Smartphone,Electronics,4,482,Net Banking,65,CUST_104,RDeshmukh,rdeshmukh925@gmail.com,LOC_04,Pune,New
ORD_00094,29/03/24,Completed,22553,INR,PD_11,Shampoo,Beauty & Personal Care,5,409,Net Banking,97,CUST_043,NBhosale,nbhosale840@outlook.com,LOC_43,Gaya,VIP
ORD_00095,02/02/24,Pending,4529,INR,PD_18,Dumbbells,Sports & Outdoors,2,223,UPI,82,CUST_094,SJoshi,sjoshi779@gmail.com,LOC_44,Nashik,VIP
ORD_00096,30/03/24,Completed,5457,INR,PD_08,Camping Tent,Sports & Outdoors,4,430,Credit Card,79,CUST_251,KVerma,kverma479@outlook.com,LOC_01,Ludhiana,VIP
ORD_00097,06/02/24,Canceled,19527,INR,PD_15,Yoga Mat,Sports & Outdoors,4,288,Net Banking,23,CUST_288,AGupta,agupta129@gmail.com,LOC_38,Kolkata,Returning
ORD_00098,17/02/24,Pending,7697,INR,PD_16,Tablet,Electronics,2,93,UPI,26,CUST_144,AKumar,akumar942@yahoo.com,LOC_44,Nashik,New
ORD_00099,20/03/24,Pending,7544,INR,PD_15,Yoga Mat,Sports & Outdoors,2,167,UPI,63,CUST_170,ABhosale,abhosale252@outlook.com,LOC_20,Siliguri,Returning
ORD_00100,02/03/24,Completed,8267,INR,PD_01,Yoga Mat,Sports & Outdoors,4,427,Credit Card,30,CUST_027,RSharma,rsharma796@outlook.com,LOC_27,Surat,New
ORD_00101,21/03/24,Canceled,5504,INR,PD_15,Yoga Mat,Sports & Outdoors,3,332,Credit Card,28,CUST_255,SPatel,spatel802@yahoo.com,LOC_05,Nagpur,VIP
ORD_00102,11/03/24,Completed,2045,INR,PD_19,Perfume,Beauty & Personal Care,1,102,PayPal,22,CUST_147,RVerma,rverma576@yahoo.com,LOC_47,Madurai,VIP
ORD_00103,08/03/24,Completed,7650,INR,PD_16,Tablet,Electronics,2,342,Net Banking,34,CUST_253,SKumar,skumar386@gmail.com,LOC_03,Durgapur,VIP
ORD_00104,10/03/24,Canceled,9375,INR,PD_10,Hair Dryer,Beauty & Personal Care,3,85,Credit Card,97,CUST_223,NKumar,nkumar679@outlook.com,LOC_23,Gwalior,New
ORD_00105,02/02/24,Pending,5335,INR,PD_16,Tablet,Electronics,2,55,Net Banking,94,CUST_197,NGupta,ngupta662@gmail.com,LOC_47,Madurai,Returning
ORD_00106,16/03/24,Canceled,6953,INR,PD_01,Yoga Mat,Sports & Outdoors,4,38,PayPal,95,CUST_044,SDeshmukh,sdeshmukh903@yahoo.com,LOC_44,Nashik,Returning
ORD_00107,23/03/24,Completed,2231,INR,PD_07,Dumbbells,Sports & Outdoors,1,435,Credit Card,96,CUST_279,RPatel,rpatel951@gmail.com,LOC_29,Jalandhar,New
ORD_00108,05/02/24,Canceled,13240,INR,PD_20,Smartphone,Electronics,3,219,UPI,67,CUST_127,AKumar,akumar706@outlook.com,LOC_27,Surat,VIP
ORD_00109,07/02/24,Pending,3202,INR,PD_07,Dumbbells,Sports & Outdoors,1,421,UPI,82,CUST_270,RVerma,rverma829@yahoo.com,LOC_20,Siliguri,New
ORD_00110,18/03/24,Canceled,5232,INR,PD_11,Shampoo,Beauty & Personal Care,4,222,UPI,42,CUST_298,SKumar,skumar213@yahoo.com,LOC_48,Coimbatore,VIP
ORD_00111,01/03/24,Pending,22225,INR,PD_17,Camping Tent,Sports & Outdoors,5,396,UPI,81,CUST_151,PVerma,pverma317@yahoo.com,LOC_01,Ludhiana,Returning
ORD_00112,18/02/24,Pending,5939,INR,PD_03,Microwave,Home & Kitchen,3,425,PayPal,31,CUST_296,KVerma,kverma721@yahoo.com,LOC_46,Bhopal,Returning
ORD_00113,22/02/24,Completed,18828,INR,PD_02,Lipstick,Beauty & Personal Care,4,312,Net Banking,68,CUST_163,RPatel,rpatel952@gmail.com,LOC_13,Ujjain,Returning
ORD_00114,23/02/24,Pending,4565,INR,PD_06,Coffee Maker,Home & Kitchen,3,249,UPI,47,CUST_123,RKumar,rkumar973@yahoo.com,LOC_23,Gwalior,VIP
ORD_00115,07/03/24,Completed,14645,INR,PD_16,Tablet,Electronics,3,359,PayPal,55,CUST_155,SVerma,sverma558@gmail.com,LOC_05,Nagpur,New
ORD_00116,03/03/24,Canceled,1781,INR,PD_01,Yoga Mat,Sports & Outdoors,1,368,PayPal,72,CUST_263,PSharma,psharma466@gmail.com,LOC_13,Ujjain,VIP
ORD_00117,06/02/24,Pending,16273,INR,PD_04,Yoga Mat,Sports & Outdoors,4,229,PayPal,22,CUST_238,SBhosale,sbhosale192@yahoo.com,LOC_38,Kolkata,Returning
ORD_00118,24/02/24,Pending,8310,INR,PD_08,Camping Tent,Sports & Outdoors,4,156,UPI,94,CUST_190,KJoshi,kjoshi428@outlook.com,LOC_40,Aurangabad,New
ORD_00119,16/03/24,Pending,18328,INR,PD_18,Dumbbells,Sports & Outdoors,4,169,UPI,65,CUST_220,RPatel,rpatel554@gmail.com,LOC_20,Siliguri,VIP
ORD_00120,18/03/24,Completed,6394,INR,PD_01,Yoga Mat,Sports & Outdoors,3,118,UPI,35,CUST_087,RJoshi,rjoshi756@outlook.com,LOC_37,Ahmedabad,Returning
ORD_00121,13/02/24,Completed,4046,INR,PD_20,Smartphone,Electronics,1,486,Net Banking,43,CUST_190,KJoshi,kjoshi428@outlook.com,LOC_40,Aurangabad,New
ORD_00122,10/03/24,Pending,14374,INR,PD_16,Tablet,Electronics,3,500,Credit Card,87,CUST_037,NDeshmukh,ndeshmukh830@yahoo.com,LOC_37,Ahmedabad,Returning
ORD_00123,12/02/24,Pending,5002,INR,PD_04,Yoga Mat,Sports & Outdoors,2,116,Credit Card,66,CUST_178,RVerma,rverma172@outlook.com,LOC_28,Amritsar,New
ORD_00124,04/02/24,Canceled,5565,INR,PD_04,Yoga Mat,Sports & Outdoors,5,140,UPI,25,CUST_028,RJoshi,rjoshi214@yahoo.com,LOC_28,Amritsar,Returning
ORD_00125,08/03/24,Pending,8211,INR,PD_11,Shampoo,Beauty & Personal Care,2,52,Net Banking,21,CUST_239,KBhosale,kbhosale305@gmail.com,LOC_39,Gandhinagar,VIP
ORD_00126,04/02/24,Pending,14701,INR,PD_20,Smartphone,Electronics,4,174,Net Banking,43,CUST_189,KVerma,kverma193@yahoo.com,LOC_39,Gandhinagar,Returning
ORD_00127,05/02/24,Canceled,512,INR,PD_08,Camping Tent,Sports & Outdoors,1,205,Credit Card,82,CUST_122,AKumar,akumar588@gmail.com,LOC_22,Bathinda,Returning
ORD_00128,20/02/24,Completed,2321,INR,PD_17,Camping Tent,Sports & Outdoors,2,415,PayPal,92,CUST_249,PSharma,psharma138@yahoo.com,LOC_49,Varanasi,Returning
ORD_00129,10/03/24,Canceled,4353,INR,PD_03,Microwave,Home & Kitchen,1,391,PayPal,73,CUST_125,SSharma,ssharma498@yahoo.com,LOC_25,Salem,VIP
ORD_00130,20/02/24,Canceled,15926,INR,PD_04,Yoga Mat,Sports & Outdoors,5,230,Net Banking,76,CUST_232,RGupta,rgupta122@outlook.com,LOC_32,Chennai,Returning
ORD_00131,11/03/24,Canceled,13984,INR,PD_13,Microwave,Home & Kitchen,3,317,Credit Card,27,CUST_022,NGupta,ngupta864@outlook.com,LOC_22,Bathinda,Returning
ORD_00132,11/02/24,Completed,3551,INR,PD_05,Sweater,Clothing,2,135,PayPal,30,CUST_201,RBhosale,rbhosale610@outlook.com,LOC_01,Ludhiana,Returning
ORD_00133,27/02/24,Pending,3510,INR,PD_09,Smartphone,Electronics,5,80,Net Banking,20,CUST_070,PGupta,pgupta388@outlook.com,LOC_20,Siliguri,New
ORD_00134,17/03/24,Pending,1039,INR,PD_04,Yoga Mat,Sports & Outdoors,3,118,Net Banking,56,CUST_226,SGupta,sgupta570@yahoo.com,LOC_26,Purnia,VIP
ORD_00135,22/03/24,Canceled,1592,INR,PD_19,Perfume,Beauty & Personal Care,1,473,PayPal,53,CUST_173,KGupta,kgupta682@outlook.com,LOC_23,Gwalior,New
ORD_00136,13/03/24,Completed,3930,INR,PD_01,Yoga Mat,Sports & Outdoors,4,278,UPI,48,CUST_008,SPatel,spatel194@yahoo.com,LOC_08,Kota,New
ORD_00137,22/03/24,Pending,1379,INR,PD_17,Camping Tent,Sports & Outdoors,2,30,UPI,41,CUST_119,PDeshmukh,pdeshmukh165@yahoo.com,LOC_19,Lucknow,Returning
ORD_00138,16/03/24,Pending,4291,INR,PD_16,Tablet,Electronics,4,239,UPI,58,CUST_086,NKumar,nkumar436@yahoo.com,LOC_36,Asansol,New
ORD_00139,06/02/24,Canceled,22439,INR,PD_04,Yoga Mat,Sports & Outdoors,5,252,Credit Card,76,CUST_210,NKumar,nkumar339@yahoo.com,LOC_10,Patna,New
ORD_00140,02/02/24,Completed,10703,INR,PD_15,Yoga Mat,Sports & Outdoors,4,309,PayPal,52,CUST_120,SVerma,sverma525@gmail.com,LOC_20,Siliguri,New
ORD_00141,20/03/24,Canceled,24081,INR,PD_18,Dumbbells,Sports & Outdoors,5,486,UPI,22,CUST_280,KPatel,kpatel862@outlook.com,LOC_30,Jaipur,Returning
ORD_00142,02/03/24,Canceled,1797,INR,PD_06,Coffee Maker,Home & Kitchen,5,390,Net Banking,42,CUST_265,PKumar,pkumar638@gmail.com,LOC_15,Bhagalpur,VIP
ORD_00143,12/03/24,Pending,4534,INR,PD_07,Dumbbells,Sports & Outdoors,3,299,Credit Card,75,CUST_142,RSharma,rsharma455@outlook.com,LOC_42,Mangalore,Returning
ORD_00144,21/02/24,Canceled,11653,INR,PD_04,Yoga Mat,Sports & Outdoors,4,209,Credit Card,62,CUST_283,KSharma,ksharma394@outlook.com,LOC_33,Bikaner,Returning
ORD_00145,19/02/24,Canceled,5475,INR,PD_01,Yoga Mat,Sports & Outdoors,2,210,Net Banking,83,CUST_185,KJoshi,kjoshi718@yahoo.com,LOC_35,Vadodara,New
ORD_00146,21/02/24,Pending,1799,INR,PD_17,Camping Tent,Sports & Outdoors,5,232,UPI,31,CUST_216,KPatel,kpatel972@yahoo.com,LOC_16,Howrah,VIP
ORD_00147,24/03/24,Completed,3054,INR,PD_07,Dumbbells,Sports & Outdoors,1,442,Net Banking,85,CUST_271,RJoshi,rjoshi722@gmail.com,LOC_21,Prayagraj,New
